id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,node_idx
594052,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,90,N,9449
594111,M,Wales,A Level or Equivalent,10-20,35-55,0,60,N,9450
594157,M,South Region,A Level or Equivalent,10-20,35-55,0,60,N,9451
594193,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,Y,9452
594199,M,South East Region,A Level or Equivalent,20-30%,0-35,0,90,Y,9453
594246,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,9454
594326,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,9455
594371,M,North Region,Post Graduate Qualification,,0-35,0,30,N,9456
594419,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,9457
594851,M,Scotland,Lower Than A Level,30-40%,0-35,0,90,N,9458
595164,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,9459
595182,M,Scotland,HE Qualification,70-80%,0-35,0,90,N,9460
595189,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,9461
595324,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,9462
595356,M,South West Region,A Level or Equivalent,10-20,35-55,0,90,N,9463
595492,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,9464
595514,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,9465
595659,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,9466
595685,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,9467
595781,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,9468
595797,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,9469
595847,M,Wales,HE Qualification,0-10%,0-35,0,120,N,9470
595986,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,9471
595992,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,9472
596029,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,9473
596035,M,Scotland,A Level or Equivalent,50-60%,35-55,0,105,N,9474
596157,M,London Region,Lower Than A Level,40-50%,0-35,0,240,N,9475
596321,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,9476
596432,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,9477
596699,M,East Anglian Region,HE Qualification,30-40%,0-35,0,240,N,9478
596731,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,N,9479
596903,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,9480
596947,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,9481
597181,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,9482
597363,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,9483
597403,M,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,9484
597560,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,N,9485
597817,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,9486
597926,F,South Region,A Level or Equivalent,90-100%,0-35,0,240,N,9487
598074,M,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,9488
598113,M,Ireland,HE Qualification,,0-35,0,120,N,9489
598321,M,South Region,HE Qualification,80-90%,35-55,0,60,N,9490
598662,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,9491
598666,M,London Region,No Formal quals,20-30%,0-35,0,120,N,9492
598757,M,South Region,A Level or Equivalent,90-100%,35-55,0,90,N,9493
598860,F,London Region,Lower Than A Level,20-30%,0-35,0,90,N,9494
598924,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,9495
599263,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,9496
599275,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,9497
599341,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,9498
599542,M,Scotland,Lower Than A Level,10-20,0-35,0,90,N,9499
599547,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,9500
599615,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,90,Y,9501
599857,M,Scotland,Lower Than A Level,20-30%,35-55,0,90,N,9502
599893,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,9503
599902,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,9504
599937,F,Wales,Lower Than A Level,30-40%,0-35,0,90,N,9505
599942,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,9506
599958,F,South East Region,HE Qualification,40-50%,0-35,0,150,N,9507
599986,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,9508
600073,M,Ireland,A Level or Equivalent,,0-35,0,60,N,9509
600094,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,9510
600142,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,9511
600181,M,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,9512
600335,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,9513
600436,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,9514
600509,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,9515
600547,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,9516
600632,M,South Region,Lower Than A Level,40-50%,0-35,0,180,N,9517
600814,M,South West Region,Lower Than A Level,30-40%,35-55,0,180,N,9518
600859,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,9519
600879,M,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,9520
600938,M,Scotland,HE Qualification,60-70%,0-35,0,90,N,9521
600945,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,9522
600975,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,90,N,9523
600987,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,9524
601021,M,Ireland,HE Qualification,20-30%,0-35,0,90,N,9525
601175,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,9526
601224,M,Scotland,HE Qualification,90-100%,0-35,0,90,N,9527
601550,F,South Region,A Level or Equivalent,70-80%,35-55,0,30,N,9528
601731,M,London Region,A Level or Equivalent,30-40%,0-35,0,210,N,9529
601757,M,Scotland,HE Qualification,90-100%,35-55,0,90,N,9530
601872,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,9531
601949,M,Scotland,HE Qualification,40-50%,35-55,0,30,N,9532
602030,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,9533
602042,M,North Region,Post Graduate Qualification,,35-55,0,30,N,9534
602107,M,London Region,HE Qualification,80-90%,0-35,0,60,N,9535
602133,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,9536
602150,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,9537
602269,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,9538
602398,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,9539
602585,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,9540
602703,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,9541
602718,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,60,N,9542
602891,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,210,Y,9543
602902,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,9544
602913,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,90,N,9545
603053,M,Scotland,A Level or Equivalent,40-50%,0-35,0,90,N,9546
603222,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,9547
603239,M,Wales,Lower Than A Level,40-50%,0-35,0,60,N,9548
603477,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,9549
603498,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,N,9550
603639,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,9551
603791,M,Scotland,Lower Than A Level,20-30%,0-35,0,120,N,9552
603832,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,9553
603859,M,South Region,HE Qualification,60-70%,0-35,0,60,N,9554
603999,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,9555
604078,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,9556
604164,M,West Midlands Region,A Level or Equivalent,,35-55,0,60,N,9557
604480,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,9558
604517,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,9559
604559,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,9560
604571,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,9561
604643,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,9562
604655,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,Y,9563
604665,M,London Region,HE Qualification,30-40%,0-35,0,120,N,9564
604723,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,9565
604906,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,9566
604997,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,9567
605130,M,Scotland,HE Qualification,10-20,0-35,0,75,N,9568
605144,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,9569
605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,9570
605266,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,9571
605571,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,9572
605688,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,9573
605703,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,9574
605926,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,9575
606025,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,9576
606127,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,9577
606205,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,90,N,9578
606206,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,9579
606282,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,9580
606300,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,9581
606350,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,150,N,9582
606417,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,9583
606444,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,9584
606663,M,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,9585
606665,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,9586
606724,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,9587
606828,M,West Midlands Region,Lower Than A Level,,0-35,0,60,N,9588
606930,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,9589
607052,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,90,N,9590
607060,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,9591
607061,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,9592
607063,F,North Region,A Level or Equivalent,,0-35,0,90,N,9593
607411,F,London Region,A Level or Equivalent,50-60%,0-35,0,180,Y,9594
607413,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,9595
607442,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,9596
607453,M,South East Region,HE Qualification,20-30%,0-35,0,240,N,9597
607609,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,9598
607636,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,9599
607703,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,9600
607835,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,9601
607896,M,London Region,A Level or Equivalent,30-40%,0-35,0,150,Y,9602
607927,F,North Western Region,Lower Than A Level,30-40%,0-35,0,150,N,9603
607966,F,North Region,A Level or Equivalent,10-20,0-35,0,90,N,9604
608130,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,9605
608152,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,9606
608243,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,9607
608464,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,9608
608472,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,9609
608504,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,9610
608549,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,Y,9611
608577,M,North Region,HE Qualification,,35-55,0,60,N,9612
608643,M,North Region,HE Qualification,40-50%,0-35,0,120,N,9613
608735,F,South Region,HE Qualification,90-100%,0-35,0,30,N,9614
608750,M,London Region,A Level or Equivalent,60-70%,0-35,0,150,N,9615
608753,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,9616
608904,M,North Region,Post Graduate Qualification,,35-55,0,90,N,9617
608923,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,9618
609025,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,9619
609045,M,Wales,HE Qualification,10-20,0-35,0,60,N,9620
609192,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,9621
609229,M,Ireland,A Level or Equivalent,,35-55,0,120,N,9622
609241,F,West Midlands Region,HE Qualification,20-30%,35-55,0,120,N,9623
609383,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,9624
609450,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,9625
609489,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,9626
609515,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,9627
609602,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,9628
609605,M,Wales,HE Qualification,70-80%,0-35,0,120,N,9629
609645,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,9630
609828,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,9631
610099,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,120,N,9632
610158,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,9633
610234,M,Scotland,HE Qualification,50-60%,0-35,0,90,N,9634
610287,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,9635
610391,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,9636
610575,M,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,9637
610577,M,North Region,Lower Than A Level,,0-35,0,90,N,9638
610718,M,North Region,Lower Than A Level,40-50%,0-35,0,60,N,9639
610831,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,9640
611062,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,9641
611176,M,Ireland,Lower Than A Level,,35-55,0,60,N,9642
611260,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,9643
611402,M,South Region,HE Qualification,70-80%,35-55,0,60,N,9644
611750,M,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,9645
611865,M,London Region,A Level or Equivalent,50-60%,0-35,0,90,N,9646
612023,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,9647
612119,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,9648
612124,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,9649
612287,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,9650
612381,F,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,9651
612397,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,9652
612644,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,9653
612673,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,9654
612805,M,South East Region,HE Qualification,30-40%,0-35,0,90,N,9655
612814,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,9656
612822,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,9657
612860,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,9658
612882,M,East Anglian Region,HE Qualification,20-30%,0-35,0,60,N,9659
613116,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,9660
613120,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,9661
613133,M,North Region,Post Graduate Qualification,,0-35,0,60,N,9662
613280,F,London Region,HE Qualification,20-30%,0-35,0,120,N,9663
613310,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,9664
613387,M,North Region,HE Qualification,80-90%,0-35,0,60,N,9665
613390,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,30,N,9666
613417,M,Wales,Lower Than A Level,10-20,0-35,0,90,N,9667
613441,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,9668
613447,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,Y,9669
613461,M,Scotland,Lower Than A Level,90-100%,0-35,0,90,N,9670
613501,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,9671
613873,M,South East Region,Lower Than A Level,90-100%,0-35,0,90,N,9672
614059,M,South Region,HE Qualification,90-100%,35-55,0,90,Y,9673
614263,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,9674
614265,M,South Region,Lower Than A Level,50-60%,35-55,0,120,Y,9675
614345,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,9676
614477,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,9677
614733,M,London Region,No Formal quals,0-10%,0-35,0,120,N,9678
614804,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,Y,9679
614844,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,90,N,9680
614952,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,9681
615031,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,9682
615229,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,Y,9683
615246,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,9684
615249,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,180,N,9685
615321,F,South Region,HE Qualification,50-60%,35-55,0,60,N,9686
615407,M,Scotland,HE Qualification,90-100%,0-35,0,30,N,9687
615437,M,East Anglian Region,HE Qualification,10-20,0-35,0,30,N,9688
616333,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,Y,9689
616334,M,North Region,Lower Than A Level,50-60%,0-35,0,90,N,9690
616407,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,9691
616439,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,9692
616831,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,9693
617186,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,9694
617307,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,9695
617331,M,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,9696
617348,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,9697
617355,F,South Region,Lower Than A Level,30-40%,0-35,0,60,N,9698
617365,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,9699
617416,M,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,9700
617781,M,North Region,HE Qualification,30-40%,35-55,0,90,N,9701
617898,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,9702
617925,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,90,N,9703
617942,M,Scotland,HE Qualification,50-60%,0-35,0,30,N,9704
618002,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,9705
618078,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,9706
618096,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,9707
618129,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,9708
618171,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,9709
618279,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,9710
618514,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,9711
618571,M,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,9712
618590,M,South Region,A Level or Equivalent,60-70%,0-35,0,90,Y,9713
618606,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,9714
618619,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,9715
618649,F,South West Region,A Level or Equivalent,80-90%,0-35,0,90,Y,9716
618665,M,South Region,Lower Than A Level,10-20,0-35,0,90,N,9717
618679,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,9718
618744,M,South East Region,Lower Than A Level,40-50%,0-35,0,90,Y,9719
618824,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,9720
618861,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,30,N,9721
619006,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,9722
619014,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,9723
619303,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,9724
619447,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,9725
619524,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,9726
619870,M,South Region,A Level or Equivalent,,0-35,0,60,N,9727
620148,M,Wales,A Level or Equivalent,0-10%,0-35,0,30,N,9728
620215,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,Y,9729
620243,M,South West Region,Lower Than A Level,80-90%,0-35,0,90,N,9730
620266,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,9731
620320,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,Y,9732
620356,M,North Region,A Level or Equivalent,,0-35,0,90,N,9733
620368,F,Scotland,Post Graduate Qualification,60-70%,35-55,0,60,N,9734
620369,M,Wales,A Level or Equivalent,30-40%,0-35,0,75,N,9735
620376,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,9736
